ID,title,coords,IDImagenVitrina
10635700,6357,"431, 1081, 20",6017003
10650100,6501,,
20000042,6538,"651, 1017, 10- 676, 1006, 10- 703, 1011, 10",6013003
20000043,6538,"420, 1001, 20- 394, 996, 10- 368, 1007, 10",6013004
10664900,6649,,
10671100,6711,"178, 1090, 40",6012001
20000058,6782,"473, 1044, 20",6017003
20000050,6786,"444, 700, 30- 444, 754, 30",6016003
20000051,6786,"218, 712, 30- 218, 766, 30",6016004
10681500,6815,,
10691900,6919,,
10742400,7424,,
10750500,7505,"328, 515, 20",6016003
17505100,7505,"97, 525, 20",6016004
20000033,7506,"575, 1057, 15- 594, 1057, 15- 623, 1057, 20",6013002
10750700,7507,"198, 491, 15",6016003
20000048,7512,"603, 822, 40",6016003
20000049,7512,"390, 842, 40",6016004
20000048,7513,"603, 822, 40",6016003
20000049,7513,"390, 842, 40",6016004
20000058,7622,"473, 1044, 20",6017003
10781500,7815,"134, 617, 60",6018001
10785900,7859,,
20000036,7884,"430, 1103, 20",6013003
20000037,7884,"124, 1098, 20",6013004
20000034,7886,"396, 1103, 20",6013003
20000035,7886,"91, 1095, 20",6013004
20000036,7887,"430, 1103, 20",6013003
20000037,7887,"124, 1098, 20",
20000028,8074,"401, 1098, 10- 420, 1092, 15",6013001
20000027,8076,"364, 1088, 15- 381, 1089, 15",6013001
20000086,8079,"524, 1036, 20",6018002
10815000,8150,"112, 593, 40; 151, 623, 40; 197, 893, 40; 241, 893, 40",6018003
10821300,8213,"117, 1028, 30",6017002
20000071,8743,"133, 850, 45- 196, 863, 50- 277, 861, 40",6017002
20000061,8751,"568, 1075, 25",6017003
20000086,8759,"524, 1036, 20",6018002
10876000,8760,,
20000061,8761,"568, 1075, 25",6017003
20000032,8908,"496, 1060, 35; 534, 1052, 20",6013002
10893200,8932,"307, 624, 15",6016001
10895000,8950,"469, 1078, 30; 504, 1073, 30",6012003
10897200,8972,"481, 1007, 90",6014001
18972100,8972,"324, 1007, 90",6014002
10910900,9109,"603, 475, 80",6013004
10916500,9165,,
10916700,9167,"266, 552, 65",6013007
10916900,9169,,
10917300,9173,"336, 798, 40",6017001
20000064,9173,"612, 812, 40- 681, 812, 40- 750, 812, 40",6017004
10918600,9186,,
10919000,9190,,
10919100,9191,,
10919300,9193,"632, 1068, 60",6012003
19193100,9193,"149, 1093, 60",6012004
10919600,9196,"559, 563, 50",6012004
10919700,9197,,
10919800,9198,,
10919900,9199,"337, 1111, 10- 350, 1111, 10- 366, 1119, 10- 380, 1119, 10- 397, 1119, 10- 411, 1119, 10- 429, 1119, 10- 442, 1119, 10- 459, 1119, 10- 473, 1119, 10",6013001
10920300,9203,,
20000071,9220,"133, 850, 45- 196, 863, 50- 277, 861, 40",6017002
10922100,9221,"203, 1023, 40",6017002
10922400,9224,"681, 1057, 70",6012006
20000072,9226,"82, 936, 40- 136, 942, 40- 188, 962, 40- 263, 948, 40",6017002
10922700,9227,"593, 1087, 45",6012005
19227100,9227,"197, 1111, 40",6012006
10923100,9231,,
10923700,9237,"108, 298, 40",6017002
20000026,9239,"206, 1093, 30- 184, 1062, 15",6013001
10948800,9488,"555, 1092, 35",6013007
19488100,9488,"200, 1079, 35",6013008
10983600,9836,"316, 907, 75",6012004
10994300,9943,,
11079800,10798,"771, 799, 40",6012001
20798100,10798,"341, 799, 40",6012002
11080300,10803,"530, 1090, 40",6013004
20000087,10809,"527, 1129, 40- 572, 1129, 40",6018001
20000088,10809,"245, 1127, 40- 302, 1127, 40",6018002
20000057,11044,"514, 1076, 25",6017003
11104500,11045,,
11104700,11047,,
20000058,11057,"473, 1044, 20",6017003
11108300,11083,,
11207200,12072,,
11215400,12154,,
20000061,12155,"568, 1075, 25",6017003
20000068,12315,"110, 378, 25- 156, 378, 25- 201, 378, 25- 247, 378, 25- 292, 378, 25",6017002
11231600,12316,"512, 717, 30",6017001
22316100,12316,"142, 696, 35",6017002
20000027,12516,"364, 1088, 15- 381, 1089, 15",6013001
20000027,12517,"364, 1088, 15- 381, 1089, 15",6013001
20000028,12518,"401, 1098, 10- 420, 1092, 15",6013001
20000084,12677,"157, 237, 50- 255, 233, 50",6018005
11267900,12679,,
11268000,12680,"200, 721, 30",6018005
11268300,12683,,
11268400,12684,"513, 721, 40",6018007
11268500,12685,"673, 692, 40",6018006
22685100,12685,"348, 699, 40",6018007
11269000,12690,,
20000076,12695,"508, 697, 45- 571, 713, 30- 622, 713, 30- 666, 720, 30",6018008
11269900,12699,,
11270000,12700,,
20000080,12701,"508, 77, 30- 569, 777, 30- 698, 777, 40",6018008
20000075,12702,"503, 861, 40- 564, 861, 40- 624, 861, 40- 684, 861, 40",6018008
11270300,12703,"433, 1043, 50",6018003
22703100,12703,"227, 1043, 50",6018004
11270400,12704,,
11270500,12705,,
11271200,12712,,
11271500,12715,,
20000089,12719,"735, 427, 90",6018003
20000090,12719,"556, 433, 90- 676, 480, 50",6018004
11272000,12720,"536, 1043, 70; 533, 1017, 30",6018005
22720100,12720,"156, 936, 70; 138, 1007, 40",6018006
11272200,12722,,
11272300,12723,"72, 1000, 50- 85, 1086, 50",6018001
11272500,12725,"746, 1099, 80",6018003
22725100,12725,"546, 1099, 40",6018004
11272600,12726,"75, 924, 75",6012003
11272700,12727,"358, 985, 50; 339, 1017, 50",6012003
11272800,12728,"331, 946, 60",6012002
20000082,12735,"692, 380, 45",6018008
11273600,12736,"501, 394, 30",6018008
20000078,12737,"542, 411, 10- 585, 376, 50",6018008
20000078,12739,"542, 411, 10- 585, 376, 50",6018008
11274000,12740,"729, 903, 50",6018001
22740100,12740,"475, 897, 50",6018002
11274300,12743,,
11275600,12756,"736, 1060, 20",6018001
22756100,12756,"444, 1057, 15",6018002
11276400,12764,"532, 950, 20",6018002
11277200,12772,"428, 409, 20",6016001
22772100,12772,"141, 395, 20",6016002
11277300,12773,"385, 388, 15",6016001
22773100,12773,"98, 374, 15",6016002
11277400,12774,,
11277500,12775,"301, 677, 15",6016001
11277600,12776,"147, 620, 20",6016001
11277700,12777,"438, 548, 15",6016001
22777100,12777,"153, 539, 15",6016002
11277900,12779,,
11278100,12781,,
20000046,12829,"634, 1150, 35",6013003
20000047,12829,"321, 1137, 35",6013004
11283000,12830,"365, 1026, 25- 412, 1026, 25",6013003
22830100,12830,"79, 1018, 25- 126, 1018, 25",6013004
11283200,12832,"722, 1119, 50",6013003
22832100,12832,"409, 1106, 50",6013004
11283300,12833,"256, 899, 95",6013003
11314300,13143,"185, 177, 80",6013007
20000078,13619,"542, 411, 10- 585, 376, 50",6018008
11362300,13623,,
11362400,13624,"388, 942, 50",6018001
23624100,13624,"138, 942, 50",6018002
20000069,13627,"206, 138, 100",6017002
11362800,13628,"609, 739, 50",6012004
11363300,13633,"560, 450, 20- 560, 475, 20",6016001
23633100,13633,"283, 441, 20- 283, 466, 20",6016002
11376100,13761,"67, 981, 30- 119, 1002, 40",6018003
11376300,13763,"750, 822, 30",6018007
23763100,13763,"238, 821, 30",6018008
11376800,13768,"233, 1141, 50",6013003
20000038,13770,"496, 1021, 40; 547, 1020, 30; 590, 1026, 30",6013003
20000039,13770,"224, 997, 40; 280, 1007, 30; 320, 1020, 25",6013004
20000034,13772,"396, 1103, 20",6013003
20000035,13772,"91, 1095, 20",6013004
11377300,13773,"292, 1049, 40; 292, 1091, 20",6013003
20000040,13774,"718, 994, 10- 630, 1000, 10",6013003
20000041,13774,"348, 990, 10- 435, 984, 10",6013004
20000044,13776,"553, 1123, 30",6013003
20000045,13776,"248, 1115, 30",6013004
20000044,13777,"553, 1123, 30",6013003
20000045,13777,"248, 1115, 30",6013004
11377800,13778,"533, 1072, 20; 566, 1072, 20",6013003
23778100,13778,"230, 1059, 20; 262, 1059, 20",6013004
20000044,13779,"553, 1123, 30",6013003
20000045,13779,"248, 1115, 30",6013004
20000044,13780,"553, 1123, 30",6013003
20000045,13780,"248, 1115, 30",6013004
11378100,13781,"556, 442, 90",6013002
23781100,13781,"29, 578, 80",6013003
20000076,13783,"508, 697, 45- 571, 713, 30- 622, 713, 30- 666, 720, 30",6018008
11384600,13846,"673, 975, 20",6013003
23846100,13846,"407, 966, 20",6013004
11400300,14003,"223, 1001, 50",6018003
11402600,14026,"57, 1049, 30",6018003
11408800,14088,,
11437800,14378,"722, 1093, 35",6013007
24378100,14378,"367, 1080, 35",6013008
11437900,14379,"562, 907, 50",6018003
24379100,14379,"379, 907, 50",6018004
11438300,14383,"392, 817, 300",6015001
11441000,14410,,
11443100,14431,,
11444000,14440,,
11444300,14443,"572, 730, 20; 601, 730, 25; 627, 730, 20",6012005
24443100,14443,"225, 744, 20; 254, 744, 25; 281, 744, 20",6012006
11449700,14497,,
20000066,14498,"391, 705, 50",6017003
20000054,14500,"439, 837, 60",6017002
11451100,14511,"226, 557, 60",6017001
24511100,14511,"636, 560, 60",6007004
11451400,14514,"507, 348, 60",6012005
24514100,14514,"161, 348, 60",6012006
11451500,14515,"554, 812, 15- 582, 812, 15- 620, 831, 30",6017002
11451800,14518,"435, 869, 25",6017003
24518100,14518,"56, 881, 25",6017004
11452200,14522,"474, 941, 90",6017004
20000070,14524,"202, 1083, 80",6017002
11466300,14663,,
11480600,14806,"382, 441, 20",6016001
24806100,14806,"95, 427, 20",6016002
11481000,14810,"301, 711, 15",6016003
24810100,14810,"70, 721, 15",6016004
11481500,14815,"626, 530, 12",6016001
24815100,14815,"357, 533, 12",6016002
11481600,14816,"197, 537, 20",6016001
11484000,14840,,
11484600,14846,"778, 1057, 20",6018001
24846100,14846,"487, 1057, 15",6018002
11485700,14857,,
20000100,14858,"261, 1067, 15- 283, 1067, 15- 308, 1067, 15",6013001
11486000,14860,"407, 1007, 110",6017002
11486300,14863,,
11486400,14864,"532, 182, 55",6018008
11486600,14866,"746, 917, 100",6014001
24866100,14866,"589, 917, 100",6014002
11486700,14867,"579, 1043, 50",6018003
24867100,14867,"374, 1045, 50",6018004
11486900,14869,,
11275100,12751,,
22753100,12753-1,"371, 631, 15",6016001
137531100,12753-1,"89, 624, 15",6016002
24824300,14 824-3?,"702, 567, 50",6016003
158243100,14 824-3?,"491, 576, 50",6016004
20000059,14410-3,"662, 1081, 20",6017003
20000060,14410-3,"141, 1100, 20",6017004
20000057,14410-7,"514, 1076, 25",6017003
24410500,14410-E,,
24430100,14430-1,,
24430100,14430-1,,
24430200,14430-2,,
24430300,14430-3,,
24430400,14430-4,,
24430400,14430-4,,
20000058,14440-1,"473, 1044, 20",6017003
24525300,14525-3?,"567, 654, 40",6016004
11460700,14607,"246, 695, 40",6016003
11462600,14626,"588, 571, 30",6016003
24626100,14626,"370, 579, 30",6016004
20000087,14662-1,"527, 1129, 40- 572, 1129, 40",6018001
20000088,14662-1,"245, 1127, 40- 302, 1127, 40",6018002
20000087,14662-2,"527, 1129, 40- 572, 1129, 40",6018001
20000088,14662-2,"245, 1127, 40- 302, 1127, 40",6018002
24662100,14662(1),,
24662200,14662(2),,
24808700,14808-7,,
24814100,14814-1,,
24814200,14814-2,,
24817100,14817-1,"514, 509, 20",6016001
24825500,14825-5,"637, 661, 25",6016004
24825600,14825-6,"628, 565, 40",6016004
20000055,14838-1,"611, 901, 90",6017001
20000056,14838-1,"228, 901, 90",6017002
24838400,14838-4,,6000000
20000077,14840-4,"573, 315, 20- 614, 316, 20- 656, 315, 20",6018008
11864100,1864-A,"757, 897, 90",6018003
28641100,1864-A,"596, 883, 80",6018004
10306200,306a,,
10629100,629-1,,
20000067,73-43,"96, 543, 40- 189, 505, 100- 285, 560, 40",6017002
10741000,74-10,,
20000073,74-11,"92, 736, 60- 187, 716, 80- 276, 728, 60",6017002
10742400,74-24,"40, 970, 55; 106, 966, 30",6017002
17662100,76-621,,
18071100,8071-a,"647, 746, 15- 647, 771, 15",6016001
90711100,8071-a,"371, 748, 15- 371, 773, 15",6016002
18071200,8071-b,"679, 766, 15- 679, 791, 15",6016001
90712100,8071-b,"403, 768, 15- 403, 793, 15",6016002
18071300,8071-c,"713, 765, 15",6016001
90713100,8071-c,"443, 767, 20",6016002
18338600,83/38/6,,
97495749,8749 / 5749,,
18931100,8931-1,"280, 217, 20",6016001
18931200,8931-2,"194, 628, 20",6016001
10933800,93-38,,
11188700,A-18-87,"616, 1095, 40",6013004
10138500,A-3-85,"665, 1055, 20",6018002
10198700,A-9-87,"519, 852, 25- 519, 897, 25",6016003
11987100,A-9-87,"305, 872, 25-305, 917, 25",6016004
